Version,Relative path,LOC,LOC added,Avg LOC added,Max LOC added,Churn,Avg churn,Max churn,Avg chg set,Max chg set,Num. of authors,Num. of revs.,Buggy
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java,216,224,56,216,216,54,216,11,39,2,4,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java,377,397,99,377,377,94,377,11,39,2,4,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java,253,255,128,251,253,127,251,19,33,1,2,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java,193,193,193,193,193,193,193,33,33,1,1,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java,514,514,514,514,514,514,514,33,33,1,1,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java,204,204,204,204,204,204,204,33,33,1,1,no
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java,144,144,144,144,144,144,144,33,33,1,1,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java,98,98,98,98,98,98,98,33,33,1,1,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java,181,25,4,9,3,1,4,56,171,2,6,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java,154,87,29,71,79,26,68,68,171,2,3,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,393,280,28,111,184,18,90,38,171,3,10,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java,132,82,41,75,75,38,75,102,171,2,2,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,533,35,5,8,12,2,7,49,171,3,7,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,603,110,14,24,30,4,11,43,171,3,8,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ServerStats.java,148,0,0,0,0,0,0,0,0,0,0,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java,174,11,6,8,1,1,1,132,171,1,2,no
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java,148,11,6,8,1,1,1,132,171,1,2,no
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java,92,71,14,51,-671,-134,2,59,171,2,5,no
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,234,229,46,101,25,5,23,68,171,3,5,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Main.java,54,5,3,4,0,0,0,102,171,2,2,no
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/MathUtils.java,38,5,5,5,0,0,0,171,171,1,1,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java,98,4,4,4,0,0,0,171,171,1,1,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java,39,11,6,7,1,1,1,132,171,1,2,no
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java,69,4,2,4,-25,-12,0,102,171,2,2,yes
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java,94,94,94,94,94,94,94,33,33,1,1,yes
4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieLayoutVersionTest.java,261,291,97,246,261,87,246,15,39,1,3,yes
4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/EntryLogTest.java,90,90,90,90,90,90,90,2,2,1,1,yes
4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTestClient.java,71,74,19,61,71,18,61,39,93,2,4,no
4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieRecoveryTest.java,617,35,9,15,10,3,8,48,93,2,4,yes
4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerCacheTest.java,139,12,4,8,7,2,6,55,93,2,3,no
4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestFencing.java,345,348,116,343,345,115,343,23,39,1,3,yes
4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalAsyncLedgerOpsTest.java,47,47,47,47,47,47,47,33,33,1,1,no
4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieFailureTest.java,47,47,47,47,47,47,47,33,33,1,1,no
4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieReadWriteTest.java,47,47,47,47,47,47,47,33,33,1,1,no
4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieRecoveryTest.java,46,46,46,46,46,46,46,33,33,1,1,no
4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalLedgerDeleteTest.java,47,47,47,47,47,47,47,33,33,1,1,no
4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerLayoutTest.java,136,136,136,136,136,136,136,33,33,1,1,yes
4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/TestLedgerManager.java,261,261,261,261,261,261,261,33,33,1,1,yes
4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestProtoVersions.java,113,114,57,113,113,57,113,17,27,1,2,no
4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/AsyncLedgerOpsTest.java,258,22,7,16,2,1,1,91,171,2,3,no
4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BaseTestCase.java,257,146,13,37,81,7,34,37,171,3,11,yes
4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieClientTest.java,242,43,9,20,10,2,8,67,171,2,5,yes
4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieFailureTest.java,305,34,7,24,0,0,1,65,171,2,5,yes
4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieJournalRollingTest.java,219,247,82,222,219,73,222,15,39,2,3,yes
4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieReadWriteTest.java,1040,477,53,166,320,36,164,38,171,2,9,yes
4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieZKExpireTest.java,92,99,33,90,92,31,90,70,171,3,3,yes
4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/CloseTest.java,75,9,5,6,1,1,1,132,171,1,2,yes
4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConcurrentLedgerTest.java,188,25,5,9,10,2,6,69,171,2,5,no
4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConditionalSetTest.java,118,122,41,116,118,39,116,47,93,2,3,no
4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConfigurationTest.java,55,55,55,55,55,55,55,39,39,1,1,yes
4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerDeleteTest.java,154,14,5,8,-9,-3,1,101,171,2,3,yes
4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerRecoveryTest.java,114,45,15,25,26,9,25,89,171,2,3,yes
4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LoopbackClient.java,120,14,4,7,3,1,1,83,171,2,4,no
4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/NIOServerFactoryTest.java,63,8,4,4,3,2,3,105,171,2,2,yes
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/HedwigClient.java,72,72,72,72,72,72,72,28,28,1,1,no
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/api/Client.java,42,42,42,42,42,42,42,28,28,1,1,no
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/api/MessageHandler.java,48,56,19,48,48,16,48,135,207,2,3,no
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/api/Publisher.java,63,67,34,63,63,32,63,189,207,2,2,no
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/api/Subscriber.java,237,257,129,237,237,119,237,189,207,2,2,yes
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkPublisher.java,133,139,46,133,133,44,133,135,207,2,3,yes
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkSubscriber.java,137,150,38,136,137,34,136,125,207,2,4,yes
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkUtils.java,177,181,60,176,177,59,176,157,207,2,3,yes
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkWorker.java,46,47,24,46,46,23,46,189,207,2,2,no
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/HedwigBenchmark.java,128,137,27,127,128,26,127,100,207,3,5,no
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/conf/ClientConfiguration.java,149,152,51,148,149,50,148,157,207,2,3,no
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/data/MessageConsumeData.java,58,59,30,58,58,29,58,189,207,2,2,no
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/data/PubSubData.java,149,152,76,149,149,75,149,189,207,2,2,yes
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/data/TopicSubscriber.java,74,78,39,74,74,37,74,189,207,2,2,no
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/InvalidSubscriberIdException.java,37,37,37,37,37,37,37,207,207,1,1,no
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ServerRedirectLoopException.java,38,40,20,38,38,19,38,189,207,2,2,no
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/TooManyServerRedirectsException.java,39,40,20,39,39,20,39,189,207,2,2,no
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/MessageConsumeCallback.java,96,107,27,95,96,24,95,125,207,2,4,no
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PubSubCallback.java,88,91,30,87,88,29,87,157,207,2,3,no
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PublishResponseHandler.java,71,78,20,70,71,18,70,125,207,2,4,no
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeReconnectCallback.java,114,123,31,113,114,29,113,125,207,2,4,yes
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java,336,414,69,329,336,56,329,84,207,3,6,yes
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/UnsubscribeResponseHandler.java,84,93,23,83,84,21,83,125,207,2,4,no
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/ClientChannelPipelineFactory.java,58,63,21,58,58,19,58,135,207,2,3,no
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/ConnectCallback.java,123,130,33,122,123,31,122,125,207,2,4,no
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClientImpl.java,369,0,0,0,0,0,0,0,0,0,0,yes
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java,231,243,49,224,231,46,224,100,207,2,5,yes
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java,586,645,161,585,586,147,585,125,207,2,4,yes
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/ResponseHandler.java,366,390,78,365,366,73,365,102,207,2,5,yes
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/WriteCallback.java,99,108,27,98,99,25,98,125,207,2,4,no
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslClientContextFactory.java,41,41,41,41,41,41,41,207,207,1,1,no
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslContextFactory.java,66,79,40,65,66,33,65,189,207,2,2,no
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/conf/AbstractConfiguration.java,54,55,18,45,54,18,45,139,207,3,3,no
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/util/Callback.java,47,51,26,47,47,24,47,189,207,2,2,no
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java,183,203,51,185,183,46,185,119,207,3,4,no
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/util/ConcurrencyUtils.java,49,49,49,49,49,49,49,207,207,1,1,no
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/util/Either.java,50,50,50,50,50,50,50,207,207,1,1,no
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/util/FileUtils.java,98,100,50,97,98,49,97,150,207,2,2,no
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/util/HedwigSocketAddress.java,138,138,138,138,138,138,138,207,207,1,1,yes
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/util/Option.java,43,43,43,43,43,43,43,207,207,1,1,no
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/util/Pair.java,42,42,42,42,42,42,42,207,207,1,1,no
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/util/PathUtils.java,56,56,56,56,56,56,56,207,207,1,1,yes
4.0.0,hedwig-client/src/test/java/org/apache/hedwig/client/AppTest.java,51,52,26,51,51,26,51,189,207,2,2,no
4.0.0,hedwig-client/src/test/java/org/apache/hedwig/util/TestFileUtils.java,41,41,41,41,41,41,41,207,207,1,1,no
4.0.0,hedwig-client/src/test/java/org/apache/hedwig/util/TestHedwigSocketAddress.java,104,111,56,104,104,52,104,189,207,2,2,no
4.0.0,hedwig-client/src/test/java/org/apache/hedwig/util/TestPathUtils.java,54,54,54,54,54,54,54,207,207,1,1,no
4.0.0,hedwig-protocol/src/main/java/org/apache/hedwig/exceptions/PubSubException.java,162,163,82,162,162,81,162,189,207,2,2,yes
4.0.0,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,6367,12222,6111,6127,6367,3184,6095,86,171,2,2,yes
4.0.0,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MessageIdUtils.java,153,155,78,153,153,77,153,189,207,2,2,no
4.0.0,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/PubSubResponseUtils.java,43,43,43,43,43,43,43,207,207,1,1,yes
4.0.0,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/SubscriptionStateUtils.java,41,42,21,41,41,21,41,189,207,2,2,no
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/AbstractBenchmark.java,105,155,52,104,105,35,104,157,207,2,3,yes
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookieBenchmark.java,105,148,30,103,105,21,103,107,207,3,5,yes
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookkeeperBenchmark.java,92,126,32,91,92,23,91,122,207,3,4,yes
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/FakeBookie.java,101,151,50,100,101,34,100,157,207,2,3,yes
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/common/ByteStringInterner.java,45,45,45,45,45,45,45,207,207,1,1,no
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java,289,290,145,289,289,145,289,189,207,2,2,yes
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/common/TerminateJVMExceptionHandler.java,32,35,18,31,32,16,31,150,207,2,2,yes
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/common/TopicOpQueuer.java,111,111,111,111,111,111,111,207,207,1,1,no
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/common/UnexpectedError.java,35,36,18,35,35,18,35,189,207,2,2,no
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/ChannelEndPoint.java,81,81,81,81,81,81,81,207,207,1,1,yes
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryCallback.java,27,27,27,27,27,27,27,207,207,1,1,no
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryEndPoint.java,28,28,28,28,28,28,28,207,207,1,1,no
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryManager.java,29,30,15,29,29,15,29,189,207,2,2,yes
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,566,600,150,561,566,142,561,118,207,3,4,yes
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/BaseHandler.java,64,80,40,64,64,32,64,189,207,2,2,no
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ChannelDisconnectListener.java,29,30,15,29,29,15,29,189,207,2,2,no
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ConsumeHandler.java,64,65,33,64,64,32,64,189,207,2,2,no
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/Handler.java,37,40,20,37,37,19,37,189,207,2,2,no
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/PublishHandler.java,68,79,40,68,68,34,68,189,207,2,2,yes
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscribeHandler.java,154,165,55,153,154,51,153,157,207,2,3,yes
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/UnsubscribeHandler.java,72,73,37,72,72,36,72,189,207,2,2,yes
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java,385,400,67,364,385,64,364,88,207,3,6,yes
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerPipelineFactory.java,76,78,39,76,76,38,76,189,207,2,2,no
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/netty/UmbrellaHandler.java,159,163,54,158,159,53,158,157,207,2,3,yes
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java,737,886,295,736,737,246,736,157,207,2,3,yes
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheKey.java,74,76,38,74,74,37,74,189,207,2,2,no
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheValue.java,94,97,32,93,94,31,93,157,207,2,3,no
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/Factory.java,22,22,22,22,22,22,22,207,207,1,1,no
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java,427,439,146,426,427,142,426,157,207,2,3,yes
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/MapMethods.java,62,62,62,62,62,62,62,207,207,1,1,no
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistRequest.java,58,59,30,58,58,29,58,189,207,2,2,no
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManager.java,91,96,48,91,91,46,91,189,207,2,2,no
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManagerWithRangeScan.java,27,28,14,27,27,14,27,189,207,2,2,no
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/RangeScanRequest.java,77,79,40,77,77,39,77,189,207,2,2,no
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java,704,742,247,703,704,235,703,157,207,2,3,yes
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallback.java,63,67,34,63,63,32,63,189,207,2,2,no
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallbackWithContext.java,37,37,37,37,37,37,37,207,207,1,1,no
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanRequest.java,64,65,33,64,64,32,64,189,207,2,2,no
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ChannelTracker.java,124,127,64,124,124,62,124,189,207,2,2,no
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/HedwigProxy.java,160,167,42,159,160,40,159,125,207,2,4,yes
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConfiguration.java,36,41,21,36,36,18,36,189,207,2,2,yes
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConsumeHandler.java,58,60,30,57,58,29,57,150,207,2,2,no
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyPublishHander.java,62,62,62,62,62,62,62,207,207,1,1,no
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStartDeliveryHandler.java,130,142,36,129,130,33,129,125,207,2,4,yes
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStopDeliveryHandler.java,74,76,38,73,74,37,73,150,207,2,2,yes
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxySubscribeHandler.java,83,86,29,82,83,28,82,157,207,2,3,yes
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyUnsubscribeHandler.java,74,74,74,74,74,74,74,207,207,1,1,no
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClient.java,48,50,25,48,48,24,48,118,207,2,2,no
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClientFactory.java,60,61,31,60,60,30,60,189,207,2,2,no
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubSubscriber.java,70,76,25,70,70,23,70,135,207,2,3,no
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java,183,202,51,180,183,46,180,125,207,2,4,yes
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/ssl/SslServerContextFactory.java,53,53,53,53,53,53,53,207,207,1,1,no
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java,452,472,118,450,452,113,450,118,207,2,4,yes
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AllToAllTopologyFilter.java,39,39,39,39,39,39,39,207,207,1,1,no
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionManager.java,78,82,41,78,78,39,78,189,207,2,2,no
